,cntry,idno,netustm,lvpntyr,ppltrst,vote,prtvtdfi,gndr,yrbrn,edlvdfi,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
253,FI,9600,420.0,2012.0,8,1.0,12.0,2,1993,5.0,16.0,35.0,35.0,1700.0,2000.0,53.0
254,FI,9674,90.0,2005.0,1,2.0,,2,1955,5.0,11.0,40.0,40.0,,,62.0
255,FI,9692,,1971.0,10,1.0,3.0,2,1952,2.0,8.0,15.0,15.0,,,50.0
256,FI,9704,,1963.0,7,1.0,,1,1943,3.0,9.0,50.0,50.0,,,50.0
257,FI,9708,20.0,1973.0,0,1.0,1.0,2,1958,5.0,11.0,8.0,12.0,,,54.0
258,FI,9738,270.0,0.0,9,3.0,,1,2003,2.0,9.0,,,,,41.0
259,FI,9807,,1966.0,9,1.0,3.0,1,1946,3.0,8.0,71.0,71.0,,,130.0
260,FI,9810,600.0,1978.0,8,1.0,1.0,1,1959,12.0,17.0,30.0,30.0,1800.0,,56.0
261,FI,9820,90.0,2006.0,10,1.0,1.0,1,1985,4.0,15.0,38.0,42.0,3200.0,3500.0,53.0
262,FI,9821,420.0,0.0,6,3.0,,2,2001,3.0,10.0,30.0,30.0,,,34.0
263,FI,9904,180.0,2018.0,8,3.0,,2,1998,4.0,13.0,,2.0,,,41.0
264,FI,9955,0.0,1982.0,3,2.0,,2,1960,9.0,18.0,35.0,35.0,3000.0,6000.0,125.0
265,FI,10052,300.0,2001.0,9,1.0,4.0,1,1983,10.0,16.0,38.0,38.0,4100.0,,55.0
266,FI,10070,,1965.0,7,2.0,,2,1948,2.0,9.0,30.0,30.0,,,52.0
267,FI,10084,,1960.0,8,1.0,3.0,2,1942,5.0,9.0,37.0,37.0,,,64.0
268,FI,10152,180.0,1999.0,6,1.0,5.0,1,1978,11.0,20.0,35.0,35.0,3000.0,,52.0
269,FI,10156,240.0,1989.0,6,1.0,3.0,2,1973,12.0,13.0,35.0,35.0,3200.0,,48.0
270,FI,10159,180.0,1997.0,8,1.0,10.0,2,1977,9.0,17.0,40.0,45.0,3000.0,3400.0,48.0
271,FI,10180,90.0,1968.0,8,1.0,12.0,2,1948,5.0,10.0,38.0,38.0,,,51.0
272,FI,10194,,1967.0,7,1.0,,1,1946,9.0,14.0,38.0,40.0,,,136.0
273,FI,10202,90.0,2017.0,8,1.0,10.0,1,1993,5.0,13.0,30.0,30.0,1496.0,1600.0,57.0
274,FI,10278,360.0,2006.0,8,1.0,3.0,2,1987,12.0,18.0,37.0,37.0,2900.0,,80.0
275,FI,10291,60.0,1964.0,7,1.0,3.0,2,1947,5.0,15.0,38.0,43.0,,,76.0
276,FI,10318,90.0,2001.0,7,1.0,1.0,2,1981,9.0,17.0,38.0,41.0,5500.0,,43.0
277,FI,10344,300.0,2016.0,7,2.0,,2,1996,4.0,12.0,38.0,38.0,,,59.0
278,FI,10425,60.0,1996.0,7,1.0,,1,1977,5.0,13.0,40.0,40.0,4000.0,,63.0
279,FI,10533,120.0,1973.0,8,1.0,11.0,2,1955,3.0,7.0,37.0,37.0,,,63.0
280,FI,10536,120.0,1972.0,8,1.0,11.0,1,1952,12.0,21.0,,47.0,,,53.0
281,FI,10557,180.0,1997.0,8,1.0,1.0,1,1978,12.0,18.0,38.0,54.0,6000.0,8000.0,64.0
282,FI,10558,120.0,1980.0,6,1.0,3.0,1,1960,7.0,10.0,45.0,45.0,50000.0,60000.0,52.0
283,FI,10628,30.0,1984.0,8,1.0,,1,1957,12.0,25.0,18.0,18.0,2500.0,,86.0
284,FI,10643,120.0,2001.0,8,1.0,1.0,1,1981,3.0,14.0,60.0,60.0,,,46.0
285,FI,10648,180.0,1968.0,8,1.0,1.0,1,1945,4.0,19.0,,50.0,,,79.0
286,FI,10687,120.0,2007.0,7,1.0,4.0,1,1988,5.0,12.0,47.0,47.0,2500.0,3000.0,49.0
287,FI,10761,150.0,1986.0,1,2.0,,2,1970,8.0,16.0,20.0,22.0,,,66.0
288,FI,10794,240.0,2017.0,9,1.0,12.0,2,1996,4.0,15.0,15.0,15.0,400.0,,49.0
289,FI,10813,180.0,2011.0,8,1.0,3.0,2,1992,12.0,19.0,38.0,38.0,2400.0,3200.0,48.0
290,FI,10868,30.0,1969.0,7,1.0,4.0,1,1950,8.0,13.0,38.0,50.0,,,68.0
291,FI,11035,180.0,2011.0,8,1.0,1.0,2,1991,9.0,16.0,38.0,38.0,2500.0,,77.0
292,FI,11109,240.0,2013.0,9,1.0,1.0,2,1993,10.0,18.0,38.0,39.0,,,73.0
293,FI,11236,60.0,1980.0,5,1.0,12.0,1,1955,5.0,11.0,40.0,40.0,,,79.0
294,FI,11276,30.0,0.0,4,1.0,4.0,1,1950,4.0,10.0,40.0,40.0,,,48.0
295,FI,11288,480.0,2002.0,8,1.0,4.0,2,1983,13.0,17.0,38.0,40.0,6500.0,,45.0
296,FI,11292,,2014.0,6,2.0,,1,1970,5.0,12.0,,,50000.0,,50.0
297,FI,11339,270.0,1990.0,8,1.0,4.0,2,1971,10.0,17.0,37.0,37.0,3200.0,4000.0,46.0
298,FI,11464,300.0,0.0,9,3.0,,2,2003,2.0,9.0,30.0,30.0,,,41.0
299,FI,11503,,1955.0,8,1.0,,1,1941,3.0,8.0,40.0,40.0,,,75.0
300,FI,11544,60.0,1971.0,5,1.0,11.0,1,1947,5.0,12.0,20.0,35.0,,,52.0
301,FI,11597,480.0,2018.0,7,3.0,,1,1998,3.0,13.0,,,,,56.0
302,FI,11611,60.0,1981.0,6,1.0,1.0,1,1961,9.0,15.0,38.0,40.0,4500.0,5200.0,66.0
303,FI,11722,180.0,1992.0,7,1.0,11.0,1,1972,9.0,18.0,38.0,38.0,3800.0,,43.0
304,FI,11741,90.0,1995.0,8,1.0,12.0,1,1975,9.0,18.0,39.0,39.0,,2100.0,68.0
305,FI,11751,30.0,1965.0,5,1.0,10.0,1,1948,2.0,8.0,32.0,32.0,,,48.0
306,FI,11766,300.0,1997.0,9,1.0,10.0,2,1980,12.0,17.0,32.0,35.0,,,53.0
307,FI,11844,,1958.0,8,1.0,11.0,2,1937,10.0,17.0,40.0,40.0,,,143.0
308,FI,11864,90.0,1982.0,8,1.0,5.0,2,1963,10.0,15.0,38.0,38.0,2800.0,3400.0,69.0
309,FI,11866,30.0,1968.0,8,1.0,10.0,2,1948,3.0,10.0,38.0,41.0,,,53.0
310,FI,11879,480.0,2004.0,8,1.0,1.0,2,1982,9.0,17.0,40.0,42.0,3700.0,3900.0,68.0
311,FI,11915,480.0,1977.0,7,1.0,,2,1958,10.0,18.0,38.0,38.0,5200.0,,54.0
312,FI,11980,60.0,1973.0,6,1.0,11.0,1,1951,3.0,10.0,40.0,40.0,,,38.0
313,FI,12064,120.0,1976.0,7,1.0,11.0,2,1960,14.0,23.0,40.0,45.0,,,60.0
314,FI,12144,360.0,1980.0,7,1.0,1.0,2,1961,9.0,17.0,38.0,40.0,3100.0,4000.0,53.0
315,FI,12167,120.0,1983.0,5,2.0,,2,1962,5.0,15.0,40.0,40.0,,,58.0
316,FI,12183,420.0,1965.0,1,1.0,4.0,1,1949,10.0,15.0,36.0,36.0,,,39.0
317,FI,12234,300.0,2001.0,7,,,2,1982,5.0,14.0,36.0,39.0,3500.0,4000.0,51.0
318,FI,12249,360.0,1991.0,8,1.0,2.0,1,1971,12.0,18.0,30.0,30.0,4000.0,,54.0
319,FI,12326,120.0,2004.0,8,1.0,,1,1984,9.0,16.0,38.0,38.0,4040.0,,60.0
320,FI,12341,150.0,2005.0,8,1.0,10.0,2,1987,9.0,16.0,38.0,40.0,2400.0,2600.0,43.0
321,FI,12411,120.0,1980.0,5,1.0,3.0,2,1958,5.0,10.0,33.0,33.0,,,
322,FI,12412,600.0,1994.0,8,1.0,4.0,1,1973,5.0,16.0,45.0,45.0,,,51.0
323,FI,12443,120.0,1969.0,5,1.0,,2,1954,1.0,9.0,40.0,44.0,,,54.0
324,FI,12491,,1950.0,5,1.0,12.0,1,1932,2.0,6.0,40.0,40.0,,,
325,FI,12527,180.0,1969.0,9,1.0,4.0,1,1949,10.0,20.0,40.0,50.0,,,71.0
326,FI,12589,360.0,2015.0,7,3.0,,2,1984,11.0,17.0,40.0,40.0,3000.0,4500.0,69.0
327,FI,12640,120.0,1973.0,7,1.0,4.0,1,1950,9.0,17.0,38.0,38.0,,,
328,FI,12655,60.0,2005.0,8,1.0,7.0,1,1986,12.0,18.0,38.0,42.0,4200.0,,49.0
329,FI,12662,,1962.0,8,2.0,,1,1941,3.0,10.0,45.0,40.0,,,49.0
330,FI,12674,120.0,1982.0,8,1.0,4.0,2,1961,9.0,18.0,38.0,38.0,1650.0,1900.0,58.0
331,FI,12682,,1970.0,3,1.0,3.0,1,1946,5.0,9.0,20.0,20.0,,,65.0
332,FI,12852,120.0,1988.0,9,1.0,1.0,1,1966,11.0,18.0,38.0,43.0,120000.0,,38.0
333,FI,12866,360.0,2012.0,8,2.0,,2,1993,9.0,15.0,30.0,30.0,1600.0,2000.0,42.0
334,FI,12873,210.0,2012.0,7,3.0,,1,1993,4.0,13.0,40.0,40.0,2500.0,3500.0,53.0
335,FI,12903,180.0,0.0,7,3.0,,2,2001,3.0,10.0,6.0,6.0,,,40.0
336,FI,12965,30.0,1972.0,5,2.0,,1,1954,5.0,10.0,40.0,40.0,,,80.0
337,FI,12990,240.0,2017.0,8,1.0,,2,1997,4.0,13.0,25.0,25.0,,,56.0
338,FI,13037,180.0,2016.0,1,2.0,,2,1996,3.0,10.0,,,,,42.0
339,FI,13051,300.0,1996.0,6,1.0,3.0,2,1980,11.0,18.0,38.0,45.0,2200.0,2800.0,53.0
340,FI,13105,600.0,1980.0,8,1.0,11.0,2,1958,8.0,16.0,37.0,42.0,2800.0,,50.0
341,FI,13158,30.0,1969.0,7,1.0,3.0,1,1948,10.0,18.0,38.0,38.0,,,62.0
342,FI,13166,,1962.0,6,1.0,11.0,2,1945,5.0,9.0,38.0,40.0,,,
343,FI,13171,150.0,1978.0,8,1.0,,2,1959,8.0,12.0,36.0,36.0,5000.0,,43.0
344,FI,13216,300.0,1998.0,3,1.0,3.0,2,1982,5.0,15.0,38.0,40.0,2600.0,2800.0,46.0
345,FI,13319,240.0,2017.0,6,3.0,,2,1998,4.0,13.0,12.0,12.0,,,50.0
346,FI,13378,240.0,1997.0,8,1.0,2.0,2,1981,9.0,18.0,,20.0,1500.0,1200.0,69.0
347,FI,13384,120.0,2014.0,8,1.0,,2,1994,9.0,18.0,38.0,38.0,,,47.0
348,FI,13398,30.0,1972.0,9,1.0,1.0,1,1953,13.0,25.0,22.0,22.0,,,64.0
349,FI,13487,,1979.0,5,1.0,,1,1959,1.0,10.0,,33.0,,,71.0
350,FI,13492,120.0,2002.0,9,1.0,12.0,2,1984,9.0,18.0,38.0,38.0,2600.0,3000.0,59.0
351,FI,13506,270.0,1982.0,5,1.0,4.0,1,1958,8.0,15.0,25.0,25.0,,,62.0
352,FI,13527,,2005.0,7,2.0,,2,1987,3.0,9.0,24.0,25.0,1200.0,,43.0
353,FI,13637,600.0,1995.0,8,1.0,1.0,1,1975,10.0,18.0,40.0,43.0,6800.0,6800.0,
354,FI,13788,0.0,1957.0,6,1.0,11.0,2,1938,5.0,9.0,40.0,40.0,,,109.0
355,FI,13823,120.0,1973.0,7,1.0,1.0,2,1954,8.0,14.0,38.0,38.0,,,52.0
356,FI,13895,60.0,2018.0,8,3.0,,2,2002,3.0,9.0,30.0,30.0,,,39.0
357,FI,13902,,1953.0,10,1.0,1.0,2,1931,6.0,25.0,40.0,40.0,,,143.0
358,FI,13908,360.0,2012.0,8,2.0,,1,1991,5.0,12.0,40.0,45.0,1800.0,,55.0
359,FI,13949,540.0,1991.0,8,1.0,1.0,1,1969,10.0,23.0,20.0,20.0,3700.0,,55.0
360,FI,14006,60.0,1975.0,8,2.0,,1,1953,5.0,12.0,40.0,45.0,,,59.0
361,FI,14019,180.0,1995.0,5,2.0,,1,1965,5.0,12.0,38.0,38.0,3100.0,,48.0
362,FI,14030,,1951.0,8,2.0,,2,1933,2.0,4.0,40.0,40.0,,,60.0
363,FI,14099,300.0,1994.0,7,1.0,4.0,2,1974,9.0,19.0,38.0,48.0,3900.0,4900.0,75.0
364,FI,14111,360.0,0.0,7,3.0,,1,2003,1.0,9.0,,,,,40.0
365,FI,14114,480.0,2017.0,7,3.0,,2,2000,3.0,12.0,25.0,30.0,,,83.0
366,FI,14278,420.0,2005.0,8,1.0,3.0,2,1986,12.0,20.0,38.0,40.0,2350.0,,55.0
367,FI,14299,120.0,2003.0,8,1.0,10.0,1,1981,6.0,17.0,40.0,40.0,2200.0,2200.0,39.0
368,FI,14309,60.0,1992.0,7,1.0,1.0,1,1973,12.0,24.0,40.0,50.0,8500.0,,34.0
369,FI,14312,,1957.0,7,1.0,11.0,2,1939,2.0,8.0,37.0,38.0,,,124.0
370,FI,14538,,1958.0,8,1.0,1.0,1,1938,5.0,10.0,40.0,43.0,,,77.0
371,FI,14588,420.0,2009.0,8,1.0,3.0,2,1990,9.0,16.0,38.0,41.0,3050.0,,50.0
372,FI,14614,300.0,1987.0,8,1.0,13.0,2,1972,5.0,14.0,20.0,20.0,18000.0,30000.0,57.0
373,FI,14651,30.0,1983.0,6,1.0,1.0,2,1964,8.0,17.0,38.0,50.0,3400.0,4200.0,62.0
374,FI,14677,480.0,1994.0,9,1.0,1.0,2,1975,9.0,17.0,,,3000.0,,51.0
375,FI,14701,240.0,2013.0,7,1.0,10.0,2,1993,4.0,13.0,4.0,10.0,800.0,1000.0,51.0
376,FI,14734,360.0,2016.0,6,1.0,1.0,2,1996,4.0,16.0,16.0,16.0,1200.0,1500.0,38.0
377,FI,14785,240.0,1994.0,8,1.0,10.0,1,1974,14.0,17.0,38.0,38.0,5100.0,,60.0
378,FI,14788,120.0,0.0,6,3.0,,2,2002,3.0,9.0,,,,,39.0
379,FI,14937,120.0,1966.0,7,2.0,,1,1941,5.0,10.0,35.0,,,,
380,FI,14957,120.0,1983.0,7,1.0,,2,1964,11.0,20.0,37.0,43.0,3900.0,4500.0,46.0
381,FI,14963,30.0,1987.0,9,1.0,11.0,1,1962,5.0,12.0,40.0,40.0,3260.0,,42.0
382,FI,15052,,1961.0,8,1.0,4.0,1,1941,2.0,8.0,40.0,44.0,,,58.0
383,FI,15054,,1973.0,7,1.0,,2,1955,8.0,11.0,38.0,38.0,,,55.0
384,FI,15110,480.0,0.0,5,3.0,,2,2003,2.0,8.0,12.0,12.0,,,41.0
385,FI,15112,600.0,2011.0,10,1.0,,1,1990,10.0,21.0,40.0,40.0,4260.0,,70.0
386,FI,15211,420.0,2002.0,9,1.0,10.0,1,1980,9.0,19.0,38.0,38.0,2700.0,3500.0,51.0
387,FI,15224,240.0,2014.0,6,1.0,12.0,2,1994,5.0,11.0,10.0,10.0,,,50.0
388,FI,15246,60.0,1999.0,4,1.0,4.0,2,1983,3.0,9.0,38.0,38.0,3400.0,4000.0,42.0
389,FI,15310,420.0,0.0,9,3.0,,2,2001,3.0,12.0,15.0,15.0,,,42.0
390,FI,15312,165.0,2002.0,5,1.0,1.0,1,1981,7.0,22.0,38.0,45.0,6300.0,,53.0
391,FI,15445,360.0,2016.0,1,3.0,,1,1997,5.0,13.0,55.0,55.0,,,45.0
392,FI,15459,90.0,1993.0,10,1.0,1.0,1,1973,8.0,14.0,84.0,84.0,4200.0,6000.0,51.0
393,FI,15506,60.0,1985.0,8,1.0,10.0,2,1966,10.0,16.0,38.0,38.0,3650.0,3400.0,58.0
394,FI,15522,,1946.0,10,1.0,10.0,1,1939,5.0,8.0,,,,,125.0
395,FI,15523,480.0,2008.0,9,1.0,12.0,1,1990,9.0,16.0,,10.0,,,60.0
396,FI,15546,150.0,1990.0,8,1.0,1.0,1,1972,8.0,14.0,40.0,40.0,80000.0,75000.0,57.0
397,FI,15619,,1966.0,7,2.0,,2,1945,6.0,14.0,38.0,38.0,,,81.0
398,FI,15644,120.0,0.0,6,3.0,,1,1999,4.0,12.0,40.0,42.0,2184.0,,50.0
399,FI,15667,120.0,2011.0,8,2.0,,1,1991,5.0,14.0,40.0,40.0,,,52.0
400,FI,15771,120.0,1999.0,2,1.0,2.0,2,1979,5.0,16.0,29.0,29.0,1300.0,3500.0,51.0
401,FI,15775,,1963.0,10,1.0,10.0,2,1943,5.0,11.0,40.0,40.0,,,56.0
402,FI,15831,60.0,1983.0,8,1.0,11.0,1,1965,5.0,11.0,40.0,42.0,3100.0,5000.0,62.0
403,FI,15840,,1962.0,7,1.0,,2,1947,5.0,10.0,38.0,40.0,,,40.0
404,FI,16032,60.0,2000.0,8,,,1,1978,9.0,17.0,38.0,40.0,2200.0,3000.0,55.0
405,FI,16115,60.0,1999.0,6,1.0,11.0,2,1979,6.0,12.0,38.0,38.0,2300.0,2500.0,66.0
406,FI,16171,420.0,2014.0,7,1.0,10.0,2,1997,4.0,14.0,12.0,12.0,,,42.0
407,FI,16183,120.0,1994.0,8,1.0,1.0,2,1977,5.0,13.0,40.0,40.0,5000.0,,48.0
408,FI,16258,300.0,0.0,7,3.0,,1,1999,3.0,11.0,8.0,8.0,,,49.0
409,FI,16268,180.0,2011.0,6,1.0,10.0,1,1988,4.0,13.0,38.0,38.0,35000.0,,69.0
410,FI,16342,120.0,1967.0,7,1.0,3.0,2,1943,6.0,13.0,35.0,35.0,,,86.0
411,FI,16355,300.0,1996.0,7,1.0,1.0,1,1975,6.0,16.0,50.0,50.0,3500.0,,39.0
412,FI,16364,300.0,1983.0,9,1.0,1.0,2,1966,11.0,23.0,38.0,40.0,3148.0,4900.0,54.0
413,FI,16546,,,8,1.0,3.0,2,1942,5.0,9.0,40.0,40.0,,,65.0
414,FI,16554,,1951.0,8,1.0,11.0,2,1936,5.0,4.0,40.0,40.0,,,
415,FI,16611,,1949.0,9,1.0,,1,1932,2.0,8.0,,,,,38.0
416,FI,16623,600.0,1998.0,6,1.0,3.0,1,1980,9.0,17.0,60.0,60.0,3700.0,5000.0,
417,FI,16670,,1968.0,6,2.0,,2,1948,2.0,8.0,38.0,38.0,,,98.0
418,FI,16700,60.0,1971.0,8,1.0,11.0,2,1954,8.0,13.0,39.0,39.0,,,65.0
419,FI,16721,120.0,1997.0,8,1.0,4.0,1,1977,5.0,12.0,38.0,38.0,,,52.0
420,FI,16735,150.0,2003.0,9,1.0,5.0,2,1983,9.0,17.0,3.0,3.0,900.0,,54.0
421,FI,16796,60.0,2013.0,8,2.0,,1,1985,6.0,14.0,17.0,18.0,,,79.0
422,FI,16852,150.0,2006.0,9,1.0,4.0,1,1987,2.0,9.0,,,,,67.0
423,FI,16854,30.0,1965.0,4,1.0,3.0,2,1943,5.0,11.0,50.0,50.0,,,80.0
424,FI,16894,480.0,1995.0,7,1.0,10.0,2,1977,12.0,21.0,38.0,38.0,4850.0,5100.0,77.0
425,FI,16907,,1972.0,4,1.0,,1,1950,2.0,9.0,40.0,40.0,,,62.0
426,FI,17004,30.0,1969.0,7,1.0,2.0,1,1952,10.0,17.0,38.0,45.0,,,44.0
427,FI,17043,120.0,2002.0,8,1.0,1.0,1,1983,12.0,17.0,38.0,38.0,6500.0,,47.0
428,FI,17066,60.0,1994.0,1,1.0,4.0,1,1968,1.0,9.0,55.0,55.0,,,44.0
429,FI,17088,480.0,1998.0,6,1.0,,1,1979,6.0,20.0,37.0,37.0,3450.0,2500.0,43.0
430,FI,17160,600.0,1976.0,8,1.0,,2,1957,5.0,8.0,40.0,50.0,3200.0,,50.0
431,FI,17213,240.0,1970.0,8,1.0,4.0,1,1953,5.0,11.0,60.0,60.0,,,57.0
432,FI,17220,120.0,1995.0,3,1.0,1.0,1,1972,3.0,10.0,100.0,100.0,200000.0,500000.0,43.0
433,FI,17237,,1963.0,7,1.0,1.0,2,1941,8.0,14.0,40.0,45.0,,,84.0
434,FI,17291,,1961.0,4,1.0,5.0,2,1943,2.0,8.0,12.0,12.0,,,71.0
435,FI,17341,30.0,1978.0,10,1.0,1.0,2,1959,12.0,19.0,36.0,38.0,4300.0,,41.0
436,FI,17346,180.0,1996.0,5,2.0,,2,1978,9.0,18.0,50.0,55.0,80000.0,,60.0
437,FI,17407,120.0,1989.0,8,1.0,3.0,2,1972,11.0,18.0,37.0,37.0,3000.0,,42.0
438,FI,17422,,1960.0,4,1.0,4.0,2,1939,1.0,3.0,40.0,40.0,,,88.0
439,FI,17471,120.0,1973.0,7,1.0,3.0,1,1952,8.0,15.0,40.0,40.0,,,68.0
440,FI,17545,480.0,2007.0,8,1.0,10.0,2,1990,11.0,20.0,40.0,40.0,2900.0,3200.0,62.0
441,FI,17563,,1959.0,7,1.0,3.0,1,1942,1.0,8.0,70.0,70.0,,,74.0
442,FI,17637,90.0,1982.0,9,1.0,1.0,1,1964,10.0,14.0,36.0,46.0,4500.0,,59.0
443,FI,17739,60.0,1989.0,7,1.0,1.0,1,1970,4.0,12.0,36.0,40.0,2300.0,,33.0
444,FI,17741,480.0,1979.0,4,2.0,,1,1958,9.0,14.0,48.0,60.0,,,83.0
445,FI,17742,240.0,1999.0,8,1.0,10.0,2,1981,9.0,18.0,38.0,38.0,2600.0,3000.0,56.0
446,FI,17749,300.0,1995.0,8,,,1,1975,12.0,21.0,36.0,37.0,4000.0,,40.0
447,FI,17793,330.0,2017.0,6,3.0,,1,1998,5.0,12.0,40.0,50.0,2500.0,,45.0
448,FI,17809,,1979.0,7,2.0,,2,1958,3.0,10.0,38.0,38.0,,,52.0
449,FI,17815,,1961.0,5,2.0,,2,1937,2.0,9.0,40.0,40.0,,,66.0
450,FI,17823,60.0,1976.0,8,1.0,11.0,2,1957,10.0,16.0,38.0,38.0,,,52.0
451,FI,17878,60.0,1975.0,8,1.0,10.0,2,1953,8.0,18.0,25.0,25.0,,,49.0
452,FI,17902,510.0,1986.0,5,2.0,,2,1970,5.0,12.0,38.0,38.0,3000.0,3500.0,63.0
453,FI,17905,60.0,,3,2.0,,1,1966,5.0,12.0,40.0,40.0,2100.0,3000.0,47.0
454,FI,17951,60.0,2010.0,7,1.0,3.0,1,1989,9.0,16.0,65.0,65.0,25000.0,40000.0,66.0
455,FI,17957,120.0,1995.0,3,2.0,,2,1978,5.0,10.0,38.0,38.0,,,46.0
456,FI,18001,60.0,2001.0,8,1.0,4.0,2,1983,4.0,18.0,40.0,40.0,,,50.0
457,FI,18019,150.0,1976.0,8,1.0,1.0,1,1960,9.0,18.0,10.0,10.0,25000.0,,54.0
458,FI,18050,120.0,0.0,7,3.0,,2,2001,3.0,11.0,10.0,10.0,950.0,1000.0,51.0
459,FI,18105,30.0,1978.0,7,1.0,3.0,2,1959,5.0,11.0,39.0,39.0,2200.0,,58.0
460,FI,18170,180.0,2014.0,6,1.0,10.0,2,1995,6.0,16.0,30.0,35.0,,,50.0
461,FI,18178,,1988.0,6,1.0,,2,1968,5.0,13.0,39.0,39.0,1900.0,2200.0,62.0
462,FI,18200,480.0,1973.0,5,1.0,4.0,2,1953,5.0,15.0,38.0,41.0,,,94.0
463,FI,18237,60.0,1993.0,8,1.0,2.0,2,1975,6.0,15.0,38.0,38.0,2300.0,2500.0,90.0
464,FI,18335,,1952.0,7,1.0,,2,1937,5.0,10.0,40.0,40.0,,,54.0
465,FI,18459,120.0,1972.0,7,1.0,4.0,1,1947,7.0,11.0,40.0,40.0,,,92.0
466,FI,18469,150.0,1952.0,8,1.0,1.0,1,1932,9.0,12.0,35.0,40.0,,,63.0
467,FI,18687,240.0,1980.0,7,1.0,2.0,1,1960,5.0,14.0,40.0,40.0,3500.0,,
468,FI,18703,70.0,1980.0,3,1.0,4.0,1,1959,3.0,12.0,38.0,38.0,3000.0,3500.0,74.0
469,FI,18708,240.0,1973.0,5,1.0,,2,1954,9.0,18.0,37.0,40.0,3200.0,3500.0,57.0
470,FI,18771,360.0,2014.0,8,3.0,,1,1998,4.0,12.0,24.0,26.0,,,73.0
471,FI,18807,600.0,1991.0,6,1.0,10.0,2,1973,12.0,24.0,38.0,38.0,3600.0,,54.0
472,FI,18826,540.0,1991.0,9,1.0,3.0,2,1972,12.0,20.0,38.0,38.0,3950.0,,66.0
473,FI,18864,300.0,1985.0,9,1.0,2.0,2,1964,12.0,17.0,38.0,38.0,,,56.0
474,FI,18921,480.0,2012.0,7,1.0,1.0,1,1993,4.0,16.0,8.0,8.0,,,46.0
475,FI,18941,60.0,1979.0,8,1.0,2.0,2,1958,8.0,15.0,38.0,38.0,3400.0,3600.0,55.0
476,FI,18966,60.0,1984.0,7,1.0,10.0,1,1964,13.0,18.0,35.0,35.0,6400.0,,60.0
477,FI,19062,,1960.0,8,1.0,,2,1941,5.0,8.0,40.0,40.0,,,101.0
478,FI,19078,120.0,2009.0,9,1.0,4.0,1,1993,5.0,16.0,40.0,45.0,2400.0,,44.0
479,FI,19084,180.0,1983.0,3,1.0,1.0,1,1965,5.0,13.0,40.0,40.0,3000.0,,86.0
480,FI,19280,120.0,1969.0,7,1.0,,1,1948,8.0,13.0,38.0,45.0,,,
481,FI,19313,480.0,2008.0,4,1.0,1.0,1,1989,9.0,19.0,37.0,40.0,4000.0,4500.0,51.0
482,FI,19404,,0.0,6,1.0,,1,1953,8.0,13.0,20.0,20.0,,,62.0
483,FI,19409,120.0,1979.0,8,1.0,11.0,2,1963,3.0,10.0,40.0,40.0,2000.0,2500.0,71.0
484,FI,19457,360.0,2006.0,4,1.0,10.0,1,1987,12.0,22.0,40.0,40.0,8500.0,6000.0,49.0
485,FI,19542,,1961.0,6,1.0,3.0,2,1936,5.0,11.0,48.0,48.0,,,62.0
486,FI,19555,60.0,1975.0,8,1.0,4.0,1,1947,2.0,10.0,42.0,42.0,,,
487,FI,19567,120.0,2000.0,9,1.0,4.0,1,1979,5.0,13.0,40.0,50.0,39000.0,,48.0
488,FI,19597,90.0,2012.0,3,2.0,,2,1993,5.0,12.0,39.0,39.0,2600.0,3100.0,62.0
489,FI,19694,270.0,2000.0,7,1.0,4.0,1,1978,5.0,17.0,37.0,37.0,2900.0,3500.0,51.0
490,FI,19730,120.0,2012.0,6,1.0,3.0,2,1995,5.0,12.0,40.0,40.0,,,58.0
491,FI,19764,120.0,1966.0,3,1.0,3.0,2,1947,3.0,8.0,,10.0,1000.0,1500.0,77.0
492,FI,19820,60.0,1979.0,8,1.0,11.0,1,1951,3.0,9.0,,30.0,,,59.0
493,FI,19855,15.0,1965.0,9,1.0,3.0,2,1945,5.0,10.0,10.0,10.0,,,66.0
